ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,PROCESO_ELECTORAL,ORGANIZACION_POLITICA,ANIO_INICIO,ANIO_FINAL,CARGO_ELEGIDO
ALIANZA POPULAR,CONGRESISTA,EVELIN,ORCON HUAMAN,2006,PARTIDO APRISTA PERUANO,2007,2010,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,FLOR DE MARIA,TRUJILLO MARCELO,ELECCIONES LOCALES Y REGIONALES,PARTIDO APRISTA PERUANO,2007,2010,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,FRANKLIN HUMBERTO,SANCHEZ ORTIZ ,2006,Partido Aprista Peruano,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,FRANKLIN HUMBERTO,SANCHEZ ORTIZ ,1998,Alianza Democrática Tumbesina - PAP - AP,1999,2002,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,FRANKLIN HUMBERTO,SANCHEZ ORTIZ ,1983,Partido Aprista Peruano,1984,1986,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,FRANKLIN HUMBERTO,SANCHEZ ORTIZ ,1990,Partido Aprista Peruano,1990,1992,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,FREDDY ALBERTO,GHILARDI ALVAREZ,1990,APRA,1990,1992,DIPUTADO(A)
ALIANZA POPULAR,CONGRESISTA,FREDDY ALBERTO,GHILARDI ALVAREZ,1995 - 2000,APRA,1995,2000,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,FREDDY ALBERTO,GHILARDI ALVAREZ,1985,APRA,1985,1990,DIPUTADO(A)
ALIANZA POPULAR,CONGRESISTA,GEORGE ADRIEL,BERRIOS RAMOS,ELECCIONES MUNICIPALES 1989,FREDEMO,1990,1993,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,GEORGE ADRIEL,BERRIOS RAMOS,ELECCIONES MUNICIPALES Y REGIONALES,PARTIDO POPULAR CRISTIANO,2015,Actualidad,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,HERNAN ELAR,DE LA FUENTE RONDON,ELECCIONES MUNICIPALES ,MOVIMIENTO INDEP SOMOS LIMA,1996,1998,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,Elecciones Municipales,Restauracion Nacional,2007,2010,ALCALDE(SA) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,Elecciones Municipales 2002,Unidad Nacional,2003,2006,ALCALDE(SA) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,Elecciones Municipales 1998,Somos Peru,1999,2002,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,Elecciones Municipales Complementarias,Partido Popular Cristiano,2014,2014,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,ELECCIONES MUNICIPALES,PARTIDO POPULAR CRISTIANO ,1981,1983,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,ELECCIONES GENERALES,UNIDAD NACIONAL,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,ELECCIONES GENERALES,ALIANZA POR EL CAMBIO ,2011,Actualidad,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,ELECCIONES GENERALES ,FREDEMO,1990,1992,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,ELECCIONES GENERALES,PARTIDO POPULAR CRISTIANO,1985,1990,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JESSICA ARMIDA,VARGAS GOMEZ,Elecciones Municipales 2010,Partido Popular Cristiano,2011,2014,ALCALDE(SA) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,2001,PARTIDO APRISTA PERUANO,2001,2006,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,1995,PARTIDO APRISTA PERUANO,1995,2000,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,2000,PARTIDO APRISTA PERUANO,2000,2001,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,2006,PARTIDO APRISTA PERUANO,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JOSE AUGUSTO,VARGAS FERNANDEZ,2006,PARTIDO APRISTA PERUANO,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JOSE AUGUSTO,VARGAS FERNANDEZ,2002,PARTIDO APRISTA PERUANO,2003,2006,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,EGUREN NEUENSCHWANDER ,ELEECIONES MUNICIPALES 1990,PPC,1991,1994,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,EGUREN NEUENSCHWANDER ,ELECCINES GENERALES 2006,UNIDAD NACIONAL,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,EGUREN NEUENSCHWANDER ,ELECCIONES GENERALES 2011,ALIANZA POR EL GRAN CAMBIO,2011,2016,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,JUVAL MARTIN,CORDOVA PALACIOS,ELECCIONES REGIONALES Y MUNICIPALES 2002,UNIDAD NACIONAL,2003,2006,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,JUVAL MARTIN,CORDOVA PALACIOS,ELECCIONES REGIONALES Y MUNICIPALES 2006,UNIDAD NACIONAL,2007,2010,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,LUCIANA MILAGROS,LEON ROMERO,2011,PARTIDO APRISTA PERUANO,2011,Actualidad,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,LUCIANA MILAGROS,LEON ROMERO,2006,Partido Aprista Peruano,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,ELECCIONES MUNICIPALES 1982,MOVIMIENTO INDEPENDIENTE ABANCAY,1983,1985,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,ELECCIONES MUNICIPALES 1993,MOVIMIENTO INDEPENDIENTE ABANCAY,1994,1995,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,ELECCIONES MUNICIPALES 1995,MOVIMIENTO INDEPENDIENTE ABANCAY,1996,1998,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,ELECCIONES REGIONALES 2002,UNION POR EL PERU,2003,2004,GOBERNADOR(A) REGIONAL
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,2006,APRA,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,1998,UNIDAD CONVENCIANA,1999,2002,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,1992,PARTIDO APRISTA,1993,1993,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,MANUEL ISIDRO,VASQUEZ FLORES ,2006,Partido Aprista Peruano,2007,2010,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,MANUEL VICENTE,TELLO CESPEDES,1983,PARTIDO APRISTA PERUANO,1984,1986,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,MANUEL VICENTE,TELLO CESPEDES,2002,PARTIDO APRISTA PERUANO,2003,2006,GOBERNADOR(A) REGIONAL
ALIANZA POPULAR,CONGRESISTA,MARIA DEL CARMEN,VALENCIA CASAS DE SIMBRON,Elecciones Municipales 2010,Partido Popular Cristiano,2011,2014,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,MARIA DEL CARMEN,VALENCIA CASAS DE SIMBRON,Elecciones Municipales 2014,Partido Popular Cristiano,2015,Actualidad,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,MARIA ELIZABETH,RONDO LAYZA ,REGIONAL Y MUNICIPAL 2002,APRA,2003,2006,CONSEJERO REGIONAL
ALIANZA POPULAR,CONGRESISTA,MARIA ELIZABETH,RONDO LAYZA ,MUNICIPALES 1998,APRA,1999,2002,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,MIGUEL LUIS,GUEVARA TRELLES ,2006,Partido Aprista Peruano,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,MILUSKA FIORELLA,CARHUAYANO FLORES,Nuevas Elecciones Municipales 2013,PARTIDO POPULAR CRISTIANO,2014,2014,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,MOISES ELIAS,MONTENEGRO LOPEZ,ELECCIONES MUNICIPALES 1986,PARTIDO APRISTA PERUANO,1987,1989,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,MONICA PAOLA,SANCHEZ MINCHOLA,2010,PARTIDO APRISTA VPERUANO,2011,2014,VICEGOBERNADOR(A) REGIONAL
ALIANZA POPULAR,CONGRESISTA,MONICA PAOLA,SANCHEZ MINCHOLA,2010 ,PARTIDO APRISTA PERUANO,2011,2014,VICEGOBERNADOR(A) REGIONAL
ALIANZA POPULAR,CONGRESISTA,NIDIA RUTH,VILCHEZ YUCRA,ELECCIONES 1990,PARTIDO APRISTA PERUANO,1990,1992,CONSEJERO REGIONAL
ALIANZA POPULAR,CONGRESISTA,NIDIA RUTH,VILCHEZ YUCRA,ELECCIONES GENERALES 2006,PARTIDO APRISTA PERUANO,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,ORLANDO,SALAZAR QUISPE,2006,MOVIMIENTO REGIONAL TRABAJANDO PARA TODOS,2007,2010,CONSEJERO REGIONAL
ALIANZA POPULAR,CONGRESISTA,OSCAR ENRIQUE,TORRES QUIROZ,1997,PARTIDO APRISTA PERUANO,1997,2000,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,OSCAR ENRIQUE,TORRES QUIROZ,2003-2006,Partido Aprista Peruano,2003,2006,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,ELECCIONES MUNICIPALES GENERALES 1995,"MOVIMIENTO INDEPENDIENTE ""UNIDOS""",1996,1998,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,ELECCIONES REGIONALES Y MUNICIPALES -2010,PARTIDO APRISTA PERUANO,2011,2014,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,ELECCIONES REGIONALES Y MUNICIPALES 2006,PARTIDO APRISTA PERUANO,2007,2010,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,ELECCIONES REGIONALES Y MUNICIPALES 2002,PARTIDO APRISTA PERUANO,2003,2006,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,RAFAEL GUSTAVO,YAMASHIRO ORE ,ELECCIONES GENERALES,UNIDAD NACIONAL,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,RAFAEL GUSTAVO,YAMASHIRO ORE ,ELECCIONES MUNICIPALES Y REGIONALES,PARTIDO POPULAR CRISTIANO,2015,Actualidad,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,RAFAEL JULIO ANTONIO,OCAÑA MELGAREJO,Elecciones Municipales 2014,Partido Popular Cristiano,2015,Actualidad,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,RAFAEL JULIO ANTONIO,OCAÑA MELGAREJO,ELECCIONES MUNICIPALES 2010,Unidad Nacional,2011,2014,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,ELECCIONES GENERALES,UNIDAD NACIONAL,2006,2011,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,ELECCIONES MUNICIPALES,PARTIDO POPULAR CRISTIANO,1986,1988,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,ROFILIO T,NEYRA HUAMANI ,1998,VAMOS VECINOS,1998,2002,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,ROFILIO T,NEYRA HUAMANI ,2011,FUERZA 2011,2011,2016,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,ROSA LILIANA,TORRES CASTILLO ,ERM - 2016,PATRIA JOVEN,2007,2010,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,ROSA LILIANA,TORRES CASTILLO ,ERM - 2010,PATRIA JOVEN,2011,2014,CONSEJERO REGIONAL
ALIANZA POPULAR,CONGRESISTA,ROSA YRIS,MEDINA FEIJOO,ELECCIONES 1986,PARTIDO APRISTA PERUANO,1987,1989,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,ROSA YRIS,MEDINA FEIJOO,ELECCIONES 2002,PARTIDO APRISTA PERUANO,2003,2006,GOBERNADOR(A) REGIONAL
ALIANZA POPULAR,CONGRESISTA,VICTOR FRANCISCO,TORRES JIMENEZ,ELECCIONES MUNICIPALES 1999,VAMOS VECINO,1999,2002,REGIDOR(A) DISTRITAL
ALIANZA POPULAR,CONGRESISTA,VICTOR GERMAN,BOLUARTE MEDINA ,MUNICIPAL 2002,PARTIDO APRISTA,2003,2006,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,ELECCIONES MUNICIPALES,SOMOS PERU,1995,1998,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,ELECCIONES GENERALES ,FREDEMO,1990,1992,CONGRESISTA
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,ELECCIONES MUNICIPALES,PARTIDO POPULAR CRISTIANO,1999,2002,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,WILMER,TAPIA SAMANIEGO,ELECCIONES MUNICIPALES 2002,UNIDAD NACIONAL,2003,2006,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,YVAN ENRIQUE,VASQUEZ VALERA,ELECCIONES MUNICIPALES,MOVIMIENTO POLITICO REGIONAL FUERZA LORETANA,1999,2002,ALCALDE(SA) PROVINCIAL
ALIANZA POPULAR,CONGRESISTA,YVAN ENRIQUE,VASQUEZ VALERA,ELECCIONES REGIONALES,MOVIMIENTO POLITICO REGIONAL FUERZA LORETANA,2007,2010,GOBERNADOR(A) REGIONAL
ALIANZA POPULAR,CONGRESISTA,YVAN ENRIQUE,VASQUEZ VALERA,ELECCIONES REGIONALES,MOVIMIENTO POLITICO REGIONAL FUERZA LORETANA,2011,2014,GOBERNADOR(A) REGIONAL
ALIANZA POPULAR,PRESIDENTE DE LA REPUBLICA,ALAN GABRIEL LUDWIG,GARCIA PEREZ,ELECCIONES GENERALES,PARTIDO APRISTA PERUANO,2006,2011,PRESIDENTE(A)
ALIANZA POPULAR,PRESIDENTE DE LA REPUBLICA,ALAN GABRIEL LUDWIG,GARCIA PEREZ,ELECCIONES GENERALES ,PARTIDO APRISTA PERUANO,1985,1990,PRESIDENTE(A)
ALIANZA POPULAR,PRESIDENTE DE LA REPUBLICA,ALAN GABRIEL LUDWIG,GARCIA PEREZ,ELECCIONES GENERALES,PARTIDO APRISTA PERUANO,1980,1985,CONGRESISTA
ALIANZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,LOURDES CELMIRA ROSARIO,FLORES NANO,ELECCIONES GENERALES 1990 - 1993 - 1995,FREDEMO / PARTIDO POPULAR CRISTIANO,1990,2000,CONGRESISTA
ALIANZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,LOURDES CELMIRA ROSARIO,FLORES NANO,ELECCIONES GENERALES  1986 - 1989,PARTIDO POPULAR CRISTIANO / FREDEMO,1986,1990,REGIDOR(A) PROVINCIAL
ALIANZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,DAVID ABRAHAM,SALAZAR MOROTE,2006,FRENTE POPULAR LLAPANCHIK,2007,2010,GOBERNADOR(A) REGIONAL
DEMOCRACIA DIRECTA,CONGRESISTA,ANNABELLA,VILLEGAS DE CAYRO,1999,MODE,1999,2002,REGIDOR(A) DISTRITAL
DEMOCRACIA DIRECTA,CONGRESISTA,ANNABELLA,VILLEGAS DE CAYRO,2011,AREQUIPA RENACE,2011,2014,REGIDOR(A) DISTRITAL
DEMOCRACIA DIRECTA,CONGRESISTA,ANNABELLA,VILLEGAS DE CAYRO,1999,MODE,1999,2002,REGIDOR(A) DISTRITAL
DEMOCRACIA DIRECTA,CONGRESISTA,ANNABELLA,VILLEGAS DE CAYRO,1999,MODE,1999,2002,REGIDOR(A) DISTRITAL
DEMOCRACIA DIRECTA,CONGRESISTA,ELEUTERIO,TORREJON PEZO,REGIONALES Y MUNICIPALES 2002,PARTIDO POLÍTICO PERÚ POSIBLE - ALTOBIAVO,2003,2006,ALCALDE(SA) DISTRITAL
DEMOCRACIA DIRECTA,CONGRESISTA,ELSA CELIA,ANICAMA ÑAÑEZ ,2011  al  2016,GANA PERU,2011,2015,CONGRESISTA
DEMOCRACIA DIRECTA,CONGRESISTA,ELVIS RAUL,MAMANI CALSIN,2010,PROYECTO POLITICO AQUI,2011,2014,ALCALDE(SA) DISTRITAL
DEMOCRACIA DIRECTA,CONGRESISTA,JAIME,NUÑEZ HUAHUASONCCO,2014,DEMOCRACIA DIRECTA,2014,2014,VICEGOBERNADOR(A) REGIONAL
DEMOCRACIA DIRECTA,CONGRESISTA,JORGE ANTONIO,RIMARACHIN CABRERA,ELECCIONES GENERALES  2011,GANA PERÚ,2011,2016,CONGRESISTA
DEMOCRACIA DIRECTA,CONGRESISTA,MANUEL INOCENTE,BAUTISTA CASIANO ,1987 - 1989,IZQUIERDA UNIDA,1987,1989,REGIDOR(A) PROVINCIAL
DEMOCRACIA DIRECTA,CONGRESISTA,RICHARD HECTOR,BLANCO CLAROS,2002,APRA,2003,2006,CONSEJERO REGIONAL
DEMOCRACIA DIRECTA,CONGRESISTA,ROGER ANTONIO,ALCANTARA PAREDES ,2006,SOMOS PERU,2006,2009,REGIDOR(A) PROVINCIAL
DEMOCRACIA DIRECTA,PRESIDENTE DE LA REPUBLICA,GREGORIO,SANTOS GUERRERO,ELECCIONES REGIONALES Y MUNICIPALES 2010,MOVIMIENTO DE AFIRMACION SOCIAL,2011,2014,GOBERNADOR(A) REGIONAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,AUGUSTO JOSE,MALPARTIDA LEON ,1986,IZQUIERDA UNIDA,1987,1989,REGIDOR(A) DISTRITAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,AURELIO,CHOQUEHUANCA CONDORI,11 OCTUBRE 1998,FRATERNIDAD NACIONAL,1999,2002,ALCALDE(SA) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS EMILIO,VIZCARRA VELAZCO,2006,PARTIDO NACIONALISTA PERUANO,2007,2010,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS GREGORIO,CORNEJO SUCLLA ,ELECCIONES MUNICIPALES,IZQUIERDA UNIDA,1987,1989,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS GREGORIO,CORNEJO SUCLLA ,ELECCIONES MUNICIPALES,IZQUIERDA UNIDA,1984,1986,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS GREGORIO,CORNEJO SUCLLA ,ELECCIONES MUNICIPALES,IZQUIERDA UNIDA,1993,1995,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EDGAR AMERICO,OCHOA PEZO ,1999,INVITADO,1999,2000,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,INDIRA ISABEL,HUILCA FLORES ,ELECCIONES REGIONALES Y MUNICIPALES 2010,PARTIDO DESCENTRALISTA FUERZA SOCIAL,2013,2013,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JESUS LUIS,CAMPOS MUÑOZ ,2007,MOVIMIENTO COMPROMISO Y DESARROLLO CADE,2007,2010,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUIS,GARNIQUE ORTIZ,1984-1987,IZQUIERDA UNIDA,1984,1987,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUIS,GARNIQUE ORTIZ,1979-1983,IZQUIERDA UNIDA,1979,1983,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL ENRIQUE ERNESTO,DAMMERT EGO AGUIRRE ,ELECCIONES GENERALES 1990,IZQUIERDA SOCIALISTA ,1990,1992,DIPUTADO(A)
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL ENRIQUE ERNESTO,DAMMERT EGO AGUIRRE ,ELECCIONES GENERALES 2011,PARTIDO NACIONALISTA PERUANO,2013,2016,CONGRESISTA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL ENRIQUE ERNESTO,DAMMERT EGO AGUIRRE ,ELECCIONES GENERALES 1985,IZQUIERDA UNIDA,1985,1990,DIPUTADO(A)
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL ENRIQUE ERNESTO,DAMMERT EGO AGUIRRE ,ELECCIONES GENERALES 1980,UNIR-PCR,1980,1985,DIPUTADO(A)
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL GERMAN,BENZA PFLÜCKER ,ELECCIONES GENERALES ,IZQUIERDA UNIDA,1985,1990,DIPUTADO(A)
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARISA,GLAVE REMY ,2010,Partido Descentralista Fuerza Social,2011,2013,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARISA,GLAVE REMY ,2006,Partido Nacionalista Peruano,2007,2010,REGIDOR(A) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NELIDA,AYAY CHILON ,ELECCIONES DE CENTRO POBLADO,MOVIMIENTO INDEPENDIENTE PORCON,2005,2008,REGISDOR(A) DE CENTRO POBLADO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,OSCAR AVELINO,MOLLOHUANCA CRUZ ,2010,MOV. TIERRA Y LIBERTAD,2011,2014,ALCALDE(SA) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,OSCAR AVELINO,MOLLOHUANCA CRUZ ,1998,MOV. INTEGRACION KANA,1999,2002,ALCALDE(SA) PROVINCIAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,PEDRO FERNANDO,TINCOPA CALLE,2006,ACCION POPULAR,2007,2010,ALCALDE(SA) PROVINCIAL
